s1_id,candidate_id,predicted_probability,true_label,name_similarity,address_similarity,country,category,blocking_routes
S1-852642164,S2-310792018,0.9997,0,0.8485,0.0,INDIA,missing_address_collision,1
S1-897717138,S2-651951547,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-33756531,S2-791915742,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-90333280,S2-98308995,0.9997,0,0.8313,0.0,INDIA,missing_address_collision,1
S1-586783409,S3-638156834,0.9997,0,0.9425,0.0,INDIA,same_name_diff_address,1
S1-799572195,S2-923066667,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-850063162,S2-864095113,0.9997,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-853994746,S3-347918719,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-143728430,S2-780444499,0.9997,0,0.8333,0.0,INDIA,missing_address_collision,1
S1-82768349,S2-203604499,0.9997,0,0.8444,0.0,INDIA,missing_address_collision,1
S1-40579677,S2-62390353,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-823430869,S2-431589427,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-647719363,S2-273059264,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-959917151,S2-272493982,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-224890644,S2-751554305,0.9997,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-911925588,S3-668282786,0.9997,0,0.9706,0.0,INDIA,same_name_diff_address,1
S1-322016579,S3-246482659,0.9997,0,0.8585,0.0,US,same_name_diff_address,1
S1-902931578,S2-187037341,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-805800456,S3-531125402,0.9997,0,0.9333,0.0,INDIA,same_name_diff_address,1
S1-35344192,S3-263577206,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-954126640,S3-73297263,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-702336772,S2-239599284,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-138253843,S2-549079306,0.9997,0,0.8254,0.0,INDIA,missing_address_collision,1
S1-702336772,S2-43334881,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-691100964,S2-152011056,0.9997,0,0.8772,0.0,INDIA,same_name_diff_address,1
S1-451425985,S2-646951812,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-554900284,S2-720537028,0.9997,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-740641617,S2-962504777,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-397360733,S3-974861605,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-968847178,S2-394404601,0.9997,0,0.9194,0.0,INDIA,same_name_diff_address,1
S1-539866365,S2-154655476,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-228518040,S3-308348559,0.9997,0,0.8686,0.0,US,same_name_diff_address,1
S1-3725397,S2-585761624,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-910640198,S2-489178414,0.9997,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-14840381,S2-4489653,0.9997,0,0.9487,0.0,US,same_name_diff_address,1
S1-587691853,S2-191464309,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-921569596,S2-325587686,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-341555496,S2-327682273,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-858502598,S2-102530953,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-117340129,S2-231902725,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-713144918,S2-782943338,0.9997,0,0.8889,0.0,US,same_name_diff_address,1
S1-227588866,S2-801031413,0.9997,0,0.9211,0.0,US,same_name_diff_address,1
S1-414291018,S2-741478378,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-547190702,S2-46776425,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-126706063,S3-373891668,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-721829184,S2-803663437,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-308402636,S2-364315677,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-860208855,S3-748315541,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-872089580,S3-968628597,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-652430927,S2-27730231,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-135412130,S2-199793533,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-482013392,S2-101281643,0.9997,0,0.9153,0.0,INDIA,same_name_diff_address,1
S1-329357409,S2-197600969,0.9997,0,0.8038,0.0,US,missing_address_collision,1
S1-448030348,S3-358886610,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-146177727,S2-466581694,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-273494161,S2-705577820,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-455896977,S2-998242815,0.9997,0,0.8224,0.0,INDIA,missing_address_collision,1
S1-160278281,S2-237997210,0.9997,0,0.8982,0.0,INDIA,same_name_diff_address,1
S1-803283450,S2-889172079,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-883916751,S2-420565066,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-976528003,S2-275526361,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-92843582,S2-978842512,0.9997,0,0.9062,0.0,US,same_name_diff_address,1
S1-629217537,S2-806455003,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-156468838,S2-752362965,0.9997,0,0.9062,0.0,US,same_name_diff_address,1
S1-216149343,S2-183242828,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-295753063,S3-217771722,0.9997,0,0.9123,0.0,INDIA,same_name_diff_address,1
S1-102206703,S2-549747950,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-9149958,S2-782018008,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-894006169,S2-679468044,0.9997,0,0.8364,0.0,INDIA,missing_address_collision,1
S1-361966263,S2-758964049,0.9997,0,0.8708,0.0,INDIA,same_name_diff_address,1
S1-486931261,S2-925831011,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-913322712,S2-690370694,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-408275761,S3-30317094,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-919970316,S2-293416751,0.9997,0,0.8143,0.0,INDIA,missing_address_collision,1
S1-306388159,S2-670422263,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-19431567,S2-554665092,0.9997,0,0.8785,0.0,US,same_name_diff_address,1
S1-873357231,S3-81233457,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-602439703,S2-561568486,0.9997,0,0.8918,0.0,US,same_name_diff_address,1
S1-537964357,S2-239599284,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-537964357,S2-43334881,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-926395711,S2-220695480,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-338626257,S3-689028198,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-474615139,S2-915183720,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-687096271,S2-374698465,0.9997,0,0.8143,0.0,INDIA,missing_address_collision,1
S1-687348478,S2-202163973,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-195025161,S2-220695480,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-674132530,S3-831418474,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-274701997,S2-220553170,0.9997,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-140923841,S3-189976954,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-165946086,S3-576068364,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-549396,S2-753354669,0.9997,0,0.95,0.0,US,same_name_diff_address,1
S1-318878149,S2-392683315,0.9997,0,1.0,0.0,US,same_name_diff_address,1
S1-559390642,S2-31552072,0.9996,0,0.8313,0.0,INDIA,missing_address_collision,1
S1-792427105,S2-605178463,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-116444121,S2-398396486,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-368241495,S2-846072691,0.9996,0,0.8404,0.0,US,missing_address_collision,1
S1-201416002,S2-769043088,0.9996,0,0.8143,0.0,US,missing_address_collision,1
S1-25591429,S2-82717187,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-874258881,S2-528318651,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-865379900,S2-861781166,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-351051936,S2-839358245,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-774900898,S2-540040075,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-451425985,S2-62607187,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-76747576,S2-864094600,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-615475206,S2-976854340,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-948533244,S2-696780096,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-28803385,S2-860970789,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-687348478,S2-646230883,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-922419763,S2-872928187,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-922419763,S2-164977513,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-478043616,S2-497819982,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-886181797,S2-764994111,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-321565578,S2-658965144,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-809547376,S3-477851198,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-562826039,S2-491030255,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-397863323,S2-404901579,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-241787832,S2-813024752,0.9996,0,0.84,0.0,US,missing_address_collision,1
S1-565220158,S2-126691303,0.9996,0,0.898,0.0,INDIA,same_name_diff_address,1
S1-178681697,S2-416763949,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-464889389,S2-810656356,0.9996,0,0.8369,0.0,US,missing_address_collision,1
S1-886362025,S2-393854627,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-103046984,S2-622476403,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-710426359,S3-455843721,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-614463340,S2-857927875,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-731377912,S2-334688616,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-965113111,S2-19591925,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-656658958,S2-543398589,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-758086017,S3-880965680,0.9996,0,0.8136,0.0,US,missing_address_collision,1
S1-688238695,S2-337577113,0.9996,0,0.8196,0.0,INDIA,missing_address_collision,1
S1-650563617,S2-200531571,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-782054636,S2-343265790,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-166712688,S2-118775639,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-230185713,S2-311613234,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-167786139,S2-258483419,0.9996,0,0.8291,0.0,INDIA,missing_address_collision,1
S1-167786139,S2-760864478,0.9996,0,0.9254,0.0,INDIA,same_name_diff_address,1
S1-92349042,S2-182165589,0.9996,0,0.8414,0.0,US,missing_address_collision,1
S1-586253076,S2-195041438,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-28292882,S2-991216882,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-323947931,S2-996075355,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-667241278,S2-961078037,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-813011233,S2-644661298,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-371160791,S2-367397623,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-674031036,S2-299942872,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-539438963,S2-468161645,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-518367728,S2-910265425,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-420828041,S2-15259535,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-309297115,S2-642108874,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-309297115,S2-535693060,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-859249135,S2-306207029,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-738814146,S2-101026703,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-623669159,S2-7691811,0.9996,0,0.807,0.0,INDIA,missing_address_collision,1
S1-894259274,S2-76535235,0.9996,0,0.8313,0.0,INDIA,missing_address_collision,1
S1-819512644,S2-571573721,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-944589171,S2-761299548,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-777875904,S2-517844622,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-670610502,S2-252155686,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-268687477,S2-665087131,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-73929270,S2-229418172,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-411796249,S3-187037004,0.9996,0,0.8846,0.0,US,same_name_diff_address,1
S1-579884124,S2-640407843,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-3966242,S2-912698507,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-639323039,S2-877344443,0.9996,0,0.8482,0.0,INDIA,missing_address_collision,1
S1-448748340,S2-308759469,0.9996,0,0.8028,0.0,US,missing_address_collision,1
S1-688171780,S2-332967891,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-675256079,S3-98650939,0.9996,0,0.8,0.0,INDIA,missing_address_collision,1
S1-732905154,S2-823797024,0.9996,0,0.8941,0.0,INDIA,same_name_diff_address,1
S1-307318718,S2-980054782,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-273394985,S2-722403040,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-18409645,S2-811417456,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-622568145,S2-483758559,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-53341677,S2-849013883,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-53341677,S2-199365486,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-107037372,S2-417335422,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-813067191,S3-186024049,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-956506245,S2-2068013,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-204027047,S2-188746551,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-204027047,S2-766493408,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-482255305,S2-598412941,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-831956832,S2-170970963,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-80455169,S2-940828684,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-941911558,S2-408095917,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-452865613,S2-769216212,0.9996,0,0.8636,0.0,INDIA,same_name_diff_address,1
S1-399802782,S2-185678466,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-893215245,S2-497446753,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-649255879,S2-747163887,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-558344712,S2-5822891,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-716929689,S2-567122651,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-529797818,S2-24611379,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-805475719,S2-595374428,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-919970316,S3-594384677,0.9996,0,0.8571,0.0,INDIA,same_name_diff_address,1
S1-934794615,S2-4934119,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-932297664,S2-834980485,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-288834496,S2-74579389,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-777875904,S2-208592601,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-464759739,S2-941401923,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-80231987,S2-71740097,0.9996,0,0.8658,0.0,US,same_name_diff_address,1
S1-347077777,S2-392155772,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-939750693,S2-596617686,0.9996,0,0.8341,0.0,US,missing_address_collision,1
S1-829293002,S2-835781344,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-508830996,S2-343265790,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-529648550,S2-801561778,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-530456138,S2-114839245,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-190747658,S2-847076562,0.9996,0,0.8929,0.0,INDIA,same_name_diff_address,1
S1-976528003,S2-262138672,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-922138518,S2-346518052,0.9996,0,0.8769,0.0,INDIA,same_name_diff_address,1
S1-622106204,S2-990833100,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-565900586,S2-154849507,0.9996,0,0.855,0.0,US,same_name_diff_address,1
S1-701175227,S2-133240301,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-13122728,S2-890363458,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-214097234,S2-186974319,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-23594541,S2-449621898,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-769396937,S2-247235316,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-768316181,S3-673992612,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-797969991,S2-927721689,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-558211929,S2-727956283,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-432677456,S2-571573721,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-525037820,S2-500903803,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-263043134,S3-324212948,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-263043134,S2-235394476,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-379016878,S2-465334083,0.9996,0,0.8444,0.0,INDIA,missing_address_collision,1
S1-602600951,S2-507459868,0.9996,0,0.7703,0.0,INDIA,missing_address_collision,1
S1-205663680,S2-45452657,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-300623089,S2-907463456,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-300623089,S2-359221951,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-478833954,S2-95786170,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-498532652,S2-763743011,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-150338751,S2-74485226,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-469116665,S2-947743505,0.9996,0,0.8473,0.0,US,missing_address_collision,1
S1-306686590,S2-433633503,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-748169501,S2-317377850,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-108067613,S2-453639585,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-638426870,S2-733443460,0.9996,0,0.8679,0.0,US,same_name_diff_address,1
S1-214097234,S2-516046517,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-963198640,S2-11398027,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-605098521,S2-781323168,0.9996,0,0.855,0.0,US,same_name_diff_address,1
S1-605098521,S3-49012399,0.9996,0,0.8148,0.0,US,missing_address_collision,1
S1-186758937,S2-100256180,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-997233539,S2-282915636,0.9996,0,0.8595,0.0,INDIA,same_name_diff_address,1
S1-757513706,S2-96084546,0.9996,0,0.9,0.0,INDIA,same_name_diff_address,1
S1-942141092,S2-273417836,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-258630816,S2-512385496,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-119310049,S2-192391786,0.9996,0,0.8727,0.0,US,same_name_diff_address,1
S1-156122380,S2-826874807,0.9996,0,0.8621,0.0,INDIA,same_name_diff_address,1
S1-6079841,S2-531844990,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-596982812,S2-656706558,0.9996,0,0.7887,0.0,INDIA,missing_address_collision,1
S1-19319068,S2-843937862,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-151856077,S2-104103013,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-241377719,S3-869712123,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-916635847,S2-736324524,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-457464664,S2-738300231,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-169938787,S2-998345619,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-289914698,S2-101129784,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-769322601,S2-941700801,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-693190821,S2-800891168,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-535074067,S2-988341873,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-825653960,S2-683812718,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-115315777,S2-51780103,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-58989552,S2-42113303,0.9996,0,1.0,0.0,INDIA,same_name_diff_address,1
S1-719020702,S2-176669528,0.9996,0,0.8038,0.0,INDIA,missing_address_collision,1
S1-64834875,S2-300872634,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-881943475,S2-341386831,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-738898751,S2-961930118,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-494655810,S2-175755412,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-819686009,S2-275672301,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-813609042,S2-70613206,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-736541715,S2-301786103,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-723274681,S3-639138648,0.9996,0,0.855,0.0,US,same_name_diff_address,1
S1-840103602,S2-677300713,0.9996,0,0.76,0.0,INDIA,missing_address_collision,1
S1-661815311,S2-854535654,0.9996,0,0.7824,0.0,INDIA,missing_address_collision,1
S1-992584058,S2-600089318,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-330942698,S2-564440274,0.9996,0,0.8438,0.0,INDIA,missing_address_collision,1
S1-46514320,S2-823451768,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-314981017,S2-684461383,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-170075510,S2-725430989,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-219637256,S2-70672902,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-461271739,S2-60107075,0.9996,0,0.8636,0.0,INDIA,same_name_diff_address,1
S1-892886810,S2-442776785,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-688154637,S2-97711897,0.9996,0,0.875,0.0,INDIA,same_name_diff_address,1
S1-777122257,S2-691562487,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-84900502,S2-665087131,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
S1-574806212,S2-88832181,0.9996,0,0.8022,0.0,INDIA,missing_address_collision,1
S1-602630259,S2-35469966,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-823489939,S2-955908227,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-460442832,S2-248602428,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-621449308,S2-102462284,0.9996,0,1.0,0.0,US,same_name_diff_address,1
S1-677508517,S2-460560020,0.9996,0,0.8444,0.0,US,missing_address_collision,1
S1-780502827,S2-868936690,0.9996,0,0.95,0.0,US,same_name_diff_address,1
S1-655762845,S2-91472984,0.9996,0,0.8364,0.0,INDIA,missing_address_collision,1
S1-127216505,S2-179197260,0.9996,0,0.963,0.0,US,same_name_diff_address,1
S1-871837514,S2-130257392,0.9996,0,0.9,0.0,US,same_name_diff_address,1
S1-999536733,S2-971724454,0.9996,0,0.7945,0.0,INDIA,missing_address_collision,1
S1-949199510,S2-133405172,0.9996,0,0.95,0.0,INDIA,same_name_diff_address,1
